image_path,seme,numero
output_images/2.cuori/17.jpg,cuori,2
output_images/2.cuori/18.jpg,cuori,2
output_images/2.cuori/19.jpg,cuori,2
output_images/2.cuori/20.jpg,cuori,2
output_images/2.cuori/21.jpg,cuori,2
output_images/2.cuori/22.jpg,cuori,2
output_images/2.cuori/23.jpg,cuori,2
output_images/2.cuori/24.jpg,cuori,2
output_images/2.cuori/25.jpg,cuori,2
output_images/2.cuori/26.jpg,cuori,2
output_images/2.cuori/27.jpg,cuori,2
output_images/2.cuori/28.jpg,cuori,2
output_images/2.cuori/29.jpg,cuori,2
output_images/2.cuori/30.jpg,cuori,2
output_images/2.cuori/31.jpg,cuori,2
output_images/2.cuori/32.jpg,cuori,2
output_images/2.cuori/33.jpg,cuori,2
output_images/2.cuori/34.jpg,cuori,2
output_images/2.cuori/35.jpg,cuori,2
output_images/2.cuori/36.jpg,cuori,2
output_images/2.cuori/37.jpg,cuori,2
output_images/2.cuori/38.jpg,cuori,2
output_images/2.cuori/39.jpg,cuori,2
output_images/2.cuori/40.jpg,cuori,2
output_images/2.cuori/41.jpg,cuori,2
output_images/2.cuori/42.jpg,cuori,2
output_images/2.cuori/43.jpg,cuori,2
output_images/2.cuori/44.jpg,cuori,2
output_images/2.cuori/45.jpg,cuori,2
output_images/2.cuori/46.jpg,cuori,2
output_images/2.cuori/47.jpg,cuori,2
output_images/2.cuori/48.jpg,cuori,2
output_images/2.cuori/49.jpg,cuori,2
output_images/2.cuori/50.jpg,cuori,2
output_images/2.fiori/1.jpg,fiori,2
output_images/2.fiori/2.jpg,fiori,2
output_images/2.fiori/3.jpg,fiori,2
output_images/2.fiori/4.jpg,fiori,2
output_images/2.fiori/5.jpg,fiori,2
output_images/2.fiori/6.jpg,fiori,2
output_images/2.fiori/7.jpg,fiori,2
output_images/2.fiori/8.jpg,fiori,2
output_images/2.fiori/9.jpg,fiori,2
output_images/2.fiori/10.jpg,fiori,2
output_images/2.fiori/11.jpg,fiori,2
output_images/2.fiori/12.jpg,fiori,2
output_images/2.fiori/13.jpg,fiori,2
output_images/2.fiori/14.jpg,fiori,2
output_images/2.fiori/15.jpg,fiori,2
output_images/2.fiori/16.jpg,fiori,2
output_images/2.fiori/17.jpg,fiori,2
output_images/2.fiori/18.jpg,fiori,2
output_images/2.fiori/19.jpg,fiori,2
output_images/2.fiori/20.jpg,fiori,2
output_images/2.fiori/21.jpg,fiori,2
output_images/2.fiori/22.jpg,fiori,2
output_images/2.fiori/23.jpg,fiori,2
output_images/2.fiori/24.jpg,fiori,2
output_images/2.fiori/25.jpg,fiori,2
output_images/2.fiori/26.jpg,fiori,2
output_images/2.fiori/27.jpg,fiori,2
output_images/2.fiori/28.jpg,fiori,2
output_images/2.fiori/29.jpg,fiori,2
output_images/2.fiori/30.jpg,fiori,2
output_images/2.fiori/31.jpg,fiori,2
output_images/2.fiori/32.jpg,fiori,2
output_images/2.fiori/33.jpg,fiori,2
output_images/2.fiori/34.jpg,fiori,2
output_images/2.fiori/35.jpg,fiori,2
output_images/2.fiori/36.jpg,fiori,2
output_images/2.fiori/37.jpg,fiori,2
output_images/2.fiori/38.jpg,fiori,2
output_images/2.fiori/39.jpg,fiori,2
output_images/2.fiori/40.jpg,fiori,2
output_images/2.fiori/41.jpg,fiori,2
output_images/2.fiori/42.jpg,fiori,2
output_images/2.fiori/43.jpg,fiori,2
output_images/2.fiori/44.jpg,fiori,2
output_images/2.fiori/45.jpg,fiori,2
output_images/2.fiori/46.jpg,fiori,2
output_images/2.fiori/47.jpg,fiori,2
output_images/2.fiori/48.jpg,fiori,2
output_images/2.fiori/49.jpg,fiori,2
output_images/2.fiori/50.jpg,fiori,2
output_images/2.picche/1.jpg,picche,2
output_images/2.picche/2.jpg,picche,2
output_images/2.picche/3.jpg,picche,2
output_images/2.picche/4.jpg,picche,2
output_images/2.picche/5.jpg,picche,2
output_images/2.picche/6.jpg,picche,2
output_images/2.picche/7.jpg,picche,2
output_images/2.picche/8.jpg,picche,2
output_images/2.picche/9.jpg,picche,2
output_images/2.picche/10.jpg,picche,2
output_images/2.picche/11.jpg,picche,2
output_images/2.picche/12.jpg,picche,2
output_images/2.picche/13.jpg,picche,2
output_images/2.picche/14.jpg,picche,2
output_images/2.picche/15.jpg,picche,2
output_images/2.picche/16.jpg,picche,2
output_images/2.picche/17.jpg,picche,2
output_images/2.picche/18.jpg,picche,2
output_images/2.picche/19.jpg,picche,2
output_images/2.picche/20.jpg,picche,2
output_images/2.picche/21.jpg,picche,2
output_images/2.picche/22.jpg,picche,2
output_images/2.picche/23.jpg,picche,2
output_images/2.picche/24.jpg,picche,2
output_images/2.picche/25.jpg,picche,2
output_images/2.picche/26.jpg,picche,2
output_images/2.picche/27.jpg,picche,2
output_images/2.picche/28.jpg,picche,2
output_images/2.picche/29.jpg,picche,2
output_images/2.picche/30.jpg,picche,2
output_images/2.picche/31.jpg,picche,2
output_images/2.picche/32.jpg,picche,2
output_images/2.picche/33.jpg,picche,2
output_images/2.picche/34.jpg,picche,2
output_images/2.picche/35.jpg,picche,2
output_images/2.picche/36.jpg,picche,2
output_images/2.picche/37.jpg,picche,2
output_images/2.picche/38.jpg,picche,2
output_images/2.picche/39.jpg,picche,2
output_images/2.picche/40.jpg,picche,2
output_images/2.picche/41.jpg,picche,2
output_images/2.picche/42.jpg,picche,2
output_images/2.picche/43.jpg,picche,2
output_images/2.picche/44.jpg,picche,2
output_images/2.picche/45.jpg,picche,2
output_images/2.picche/46.jpg,picche,2
output_images/2.picche/47.jpg,picche,2
output_images/2.picche/48.jpg,picche,2
output_images/2.picche/49.jpg,picche,2
output_images/2.picche/50.jpg,picche,2
output_images/2.quadri/1.jpg,quadri,2
output_images/2.quadri/2.jpg,quadri,2
output_images/2.quadri/3.jpg,quadri,2
output_images/2.quadri/4.jpg,quadri,2
output_images/2.quadri/5.jpg,quadri,2
output_images/2.quadri/6.jpg,quadri,2
output_images/2.quadri/7.jpg,quadri,2
output_images/2.quadri/8.jpg,quadri,2
output_images/2.quadri/9.jpg,quadri,2
output_images/2.quadri/10.jpg,quadri,2
output_images/2.quadri/11.jpg,quadri,2
output_images/2.quadri/12.jpg,quadri,2
output_images/2.quadri/13.jpg,quadri,2
output_images/2.quadri/14.jpg,quadri,2
output_images/2.quadri/15.jpg,quadri,2
output_images/2.quadri/16.jpg,quadri,2
output_images/2.quadri/17.jpg,quadri,2
output_images/2.quadri/18.jpg,quadri,2
output_images/2.quadri/19.jpg,quadri,2
output_images/2.quadri/20.jpg,quadri,2
output_images/2.quadri/21.jpg,quadri,2
output_images/2.quadri/22.jpg,quadri,2
output_images/2.quadri/23.jpg,quadri,2
output_images/2.quadri/24.jpg,quadri,2
output_images/2.quadri/25.jpg,quadri,2
output_images/2.quadri/26.jpg,quadri,2
output_images/2.quadri/27.jpg,quadri,2
output_images/2.quadri/28.jpg,quadri,2
output_images/2.quadri/29.jpg,quadri,2
output_images/2.quadri/30.jpg,quadri,2
output_images/2.quadri/31.jpg,quadri,2
output_images/2.quadri/32.jpg,quadri,2
output_images/2.quadri/33.jpg,quadri,2
output_images/2.quadri/34.jpg,quadri,2
output_images/2.quadri/35.jpg,quadri,2
output_images/2.quadri/36.jpg,quadri,2
output_images/2.quadri/37.jpg,quadri,2
output_images/2.quadri/38.jpg,quadri,2
output_images/2.quadri/39.jpg,quadri,2
output_images/2.quadri/40.jpg,quadri,2
output_images/2.quadri/41.jpg,quadri,2
output_images/2.quadri/42.jpg,quadri,2
output_images/2.quadri/43.jpg,quadri,2
output_images/2.quadri/44.jpg,quadri,2
output_images/2.quadri/45.jpg,quadri,2
output_images/2.quadri/46.jpg,quadri,2
output_images/2.quadri/47.jpg,quadri,2
output_images/2.quadri/48.jpg,quadri,2
output_images/2.quadri/49.jpg,quadri,2
output_images/2.quadri/50.jpg,quadri,2
output_images/3.cuori/1.jpg,cuori,3
output_images/3.cuori/2.jpg,cuori,3
output_images/3.cuori/3.jpg,cuori,3
output_images/3.cuori/4.jpg,cuori,3
output_images/3.cuori/5.jpg,cuori,3
output_images/3.cuori/6.jpg,cuori,3
output_images/3.cuori/7.jpg,cuori,3
output_images/3.cuori/8.jpg,cuori,3
output_images/3.cuori/9.jpg,cuori,3
output_images/3.cuori/10.jpg,cuori,3
output_images/3.cuori/11.jpg,cuori,3
output_images/3.cuori/12.jpg,cuori,3
output_images/3.cuori/13.jpg,cuori,3
output_images/3.cuori/14.jpg,cuori,3
output_images/3.cuori/15.jpg,cuori,3
output_images/3.cuori/16.jpg,cuori,3
output_images/3.cuori/17.jpg,cuori,3
output_images/3.cuori/18.jpg,cuori,3
output_images/3.cuori/19.jpg,cuori,3
output_images/3.cuori/20.jpg,cuori,3
output_images/3.cuori/21.jpg,cuori,3
output_images/3.cuori/22.jpg,cuori,3
output_images/3.cuori/23.jpg,cuori,3
output_images/3.cuori/24.jpg,cuori,3
output_images/3.cuori/25.jpg,cuori,3
output_images/3.cuori/26.jpg,cuori,3
output_images/3.cuori/27.jpg,cuori,3
output_images/3.cuori/28.jpg,cuori,3
output_images/3.cuori/29.jpg,cuori,3
output_images/3.cuori/30.jpg,cuori,3
output_images/3.cuori/31.jpg,cuori,3
output_images/3.cuori/32.jpg,cuori,3
output_images/3.cuori/33.jpg,cuori,3
output_images/3.cuori/34.jpg,cuori,3
output_images/3.cuori/35.jpg,cuori,3
output_images/3.cuori/36.jpg,cuori,3
output_images/3.cuori/37.jpg,cuori,3
output_images/3.cuori/38.jpg,cuori,3
output_images/3.cuori/39.jpg,cuori,3
output_images/3.cuori/40.jpg,cuori,3
output_images/3.cuori/41.jpg,cuori,3
output_images/3.cuori/42.jpg,cuori,3
output_images/3.cuori/43.jpg,cuori,3
output_images/3.cuori/44.jpg,cuori,3
output_images/3.cuori/45.jpg,cuori,3
output_images/3.cuori/46.jpg,cuori,3
output_images/3.cuori/47.jpg,cuori,3
output_images/3.cuori/48.jpg,cuori,3
output_images/3.cuori/49.jpg,cuori,3
output_images/3.cuori/50.jpg,cuori,3
output_images/3.fiori/1.jpg,fiori,3
output_images/3.fiori/2.jpg,fiori,3
output_images/3.fiori/3.jpg,fiori,3
output_images/3.fiori/4.jpg,fiori,3
output_images/3.fiori/5.jpg,fiori,3
output_images/3.fiori/6.jpg,fiori,3
output_images/3.fiori/7.jpg,fiori,3
output_images/3.fiori/8.jpg,fiori,3
output_images/3.fiori/9.jpg,fiori,3
output_images/3.fiori/10.jpg,fiori,3
output_images/3.fiori/11.jpg,fiori,3
output_images/3.fiori/12.jpg,fiori,3
output_images/3.fiori/13.jpg,fiori,3
output_images/3.fiori/14.jpg,fiori,3
output_images/3.fiori/15.jpg,fiori,3
output_images/3.fiori/16.jpg,fiori,3
output_images/3.fiori/17.jpg,fiori,3
output_images/3.fiori/18.jpg,fiori,3
output_images/3.fiori/19.jpg,fiori,3
output_images/3.fiori/20.jpg,fiori,3
output_images/3.fiori/21.jpg,fiori,3
output_images/3.fiori/22.jpg,fiori,3
output_images/3.fiori/23.jpg,fiori,3
output_images/3.fiori/24.jpg,fiori,3
output_images/3.fiori/25.jpg,fiori,3
output_images/3.fiori/26.jpg,fiori,3
output_images/3.fiori/27.jpg,fiori,3
output_images/3.fiori/28.jpg,fiori,3
output_images/3.fiori/29.jpg,fiori,3
output_images/3.fiori/30.jpg,fiori,3
output_images/3.fiori/31.jpg,fiori,3
output_images/3.fiori/32.jpg,fiori,3
output_images/3.fiori/33.jpg,fiori,3
output_images/3.fiori/34.jpg,fiori,3
output_images/3.fiori/35.jpg,fiori,3
output_images/3.fiori/36.jpg,fiori,3
output_images/3.fiori/37.jpg,fiori,3
output_images/3.fiori/38.jpg,fiori,3
output_images/3.fiori/39.jpg,fiori,3
output_images/3.fiori/40.jpg,fiori,3
output_images/3.fiori/41.jpg,fiori,3
output_images/3.fiori/42.jpg,fiori,3
output_images/3.fiori/43.jpg,fiori,3
output_images/3.fiori/44.jpg,fiori,3
output_images/3.fiori/45.jpg,fiori,3
output_images/3.fiori/46.jpg,fiori,3
output_images/3.fiori/47.jpg,fiori,3
output_images/3.fiori/48.jpg,fiori,3
output_images/3.fiori/49.jpg,fiori,3
output_images/3.fiori/50.jpg,fiori,3
output_images/3.picche/1.jpg,picche,3
output_images/3.picche/2.jpg,picche,3
output_images/3.picche/3.jpg,picche,3
output_images/3.picche/4.jpg,picche,3
output_images/3.picche/5.jpg,picche,3
output_images/3.picche/6.jpg,picche,3
output_images/3.picche/7.jpg,picche,3
output_images/3.picche/8.jpg,picche,3
output_images/3.picche/9.jpg,picche,3
output_images/3.picche/10.jpg,picche,3
output_images/3.picche/11.jpg,picche,3
output_images/3.picche/12.jpg,picche,3
output_images/3.picche/13.jpg,picche,3
output_images/3.picche/14.jpg,picche,3
output_images/3.picche/15.jpg,picche,3
output_images/3.picche/16.jpg,picche,3
output_images/3.picche/17.jpg,picche,3
output_images/3.picche/18.jpg,picche,3
output_images/3.picche/19.jpg,picche,3
output_images/3.picche/20.jpg,picche,3
output_images/3.picche/21.jpg,picche,3
output_images/3.picche/22.jpg,picche,3
output_images/3.picche/23.jpg,picche,3
output_images/3.picche/24.jpg,picche,3
output_images/3.picche/25.jpg,picche,3
output_images/3.picche/26.jpg,picche,3
output_images/3.picche/27.jpg,picche,3
output_images/3.picche/28.jpg,picche,3
output_images/3.picche/29.jpg,picche,3
output_images/3.picche/30.jpg,picche,3
output_images/3.picche/31.jpg,picche,3
output_images/3.picche/32.jpg,picche,3
output_images/3.picche/33.jpg,picche,3
output_images/3.picche/34.jpg,picche,3
output_images/3.picche/35.jpg,picche,3
output_images/3.picche/36.jpg,picche,3
output_images/3.picche/37.jpg,picche,3
output_images/3.picche/38.jpg,picche,3
output_images/3.picche/39.jpg,picche,3
output_images/3.picche/40.jpg,picche,3
output_images/3.picche/41.jpg,picche,3
output_images/3.picche/42.jpg,picche,3
output_images/3.picche/43.jpg,picche,3
output_images/3.picche/44.jpg,picche,3
output_images/3.picche/45.jpg,picche,3
output_images/3.picche/46.jpg,picche,3
output_images/3.picche/47.jpg,picche,3
output_images/3.picche/48.jpg,picche,3
output_images/3.picche/49.jpg,picche,3
output_images/3.picche/50.jpg,picche,3
output_images/3.quadri/1.jpg,quadri,3
output_images/3.quadri/2.jpg,quadri,3
output_images/3.quadri/3.jpg,quadri,3
output_images/3.quadri/4.jpg,quadri,3
output_images/3.quadri/5.jpg,quadri,3
output_images/3.quadri/6.jpg,quadri,3
output_images/3.quadri/7.jpg,quadri,3
output_images/3.quadri/8.jpg,quadri,3
output_images/3.quadri/9.jpg,quadri,3
output_images/3.quadri/10.jpg,quadri,3
output_images/3.quadri/11.jpg,quadri,3
output_images/3.quadri/12.jpg,quadri,3
output_images/3.quadri/13.jpg,quadri,3
output_images/3.quadri/14.jpg,quadri,3
output_images/3.quadri/15.jpg,quadri,3
output_images/3.quadri/16.jpg,quadri,3
output_images/3.quadri/17.jpg,quadri,3
output_images/3.quadri/18.jpg,quadri,3
output_images/3.quadri/19.jpg,quadri,3
output_images/3.quadri/20.jpg,quadri,3
output_images/3.quadri/21.jpg,quadri,3
output_images/3.quadri/22.jpg,quadri,3
output_images/3.quadri/23.jpg,quadri,3
output_images/3.quadri/24.jpg,quadri,3
output_images/3.quadri/25.jpg,quadri,3
output_images/3.quadri/26.jpg,quadri,3
output_images/3.quadri/27.jpg,quadri,3
output_images/3.quadri/28.jpg,quadri,3
output_images/3.quadri/29.jpg,quadri,3
output_images/3.quadri/30.jpg,quadri,3
output_images/3.quadri/31.jpg,quadri,3
output_images/3.quadri/32.jpg,quadri,3
output_images/3.quadri/33.jpg,quadri,3
output_images/3.quadri/34.jpg,quadri,3
output_images/3.quadri/35.jpg,quadri,3
output_images/3.quadri/36.jpg,quadri,3
output_images/3.quadri/37.jpg,quadri,3
output_images/3.quadri/38.jpg,quadri,3
output_images/3.quadri/39.jpg,quadri,3
output_images/3.quadri/40.jpg,quadri,3
output_images/3.quadri/41.jpg,quadri,3
output_images/3.quadri/42.jpg,quadri,3
output_images/3.quadri/43.jpg,quadri,3
output_images/3.quadri/44.jpg,quadri,3
output_images/3.quadri/45.jpg,quadri,3
output_images/3.quadri/46.jpg,quadri,3
output_images/3.quadri/47.jpg,quadri,3
output_images/3.quadri/48.jpg,quadri,3
output_images/3.quadri/49.jpg,quadri,3
output_images/3.quadri/50.jpg,quadri,3
output_images/4.cuori/1.jpg,cuori,4
output_images/4.cuori/2.jpg,cuori,4
output_images/4.cuori/3.jpg,cuori,4
output_images/4.cuori/4.jpg,cuori,4
output_images/4.cuori/5.jpg,cuori,4
output_images/4.cuori/6.jpg,cuori,4
output_images/4.cuori/7.jpg,cuori,4
output_images/4.cuori/8.jpg,cuori,4
output_images/4.cuori/9.jpg,cuori,4
output_images/4.cuori/10.jpg,cuori,4
output_images/4.cuori/11.jpg,cuori,4
output_images/4.cuori/12.jpg,cuori,4
output_images/4.cuori/13.jpg,cuori,4
output_images/4.cuori/14.jpg,cuori,4
output_images/4.cuori/15.jpg,cuori,4
output_images/4.cuori/16.jpg,cuori,4
output_images/4.cuori/17.jpg,cuori,4
output_images/4.cuori/18.jpg,cuori,4
output_images/4.cuori/19.jpg,cuori,4
output_images/4.cuori/20.jpg,cuori,4
output_images/4.cuori/21.jpg,cuori,4
output_images/4.cuori/22.jpg,cuori,4
output_images/4.cuori/23.jpg,cuori,4
output_images/4.cuori/24.jpg,cuori,4
output_images/4.cuori/25.jpg,cuori,4
output_images/4.cuori/26.jpg,cuori,4
output_images/4.cuori/27.jpg,cuori,4
output_images/4.cuori/28.jpg,cuori,4
output_images/4.cuori/29.jpg,cuori,4
output_images/4.cuori/30.jpg,cuori,4
output_images/4.cuori/31.jpg,cuori,4
output_images/4.cuori/32.jpg,cuori,4
output_images/4.cuori/33.jpg,cuori,4
output_images/4.cuori/34.jpg,cuori,4
output_images/4.cuori/35.jpg,cuori,4
output_images/4.cuori/36.jpg,cuori,4
output_images/4.cuori/37.jpg,cuori,4
output_images/4.cuori/38.jpg,cuori,4
output_images/4.cuori/39.jpg,cuori,4
output_images/4.cuori/40.jpg,cuori,4
output_images/4.cuori/41.jpg,cuori,4
output_images/4.cuori/42.jpg,cuori,4
output_images/4.cuori/43.jpg,cuori,4
output_images/4.cuori/44.jpg,cuori,4
output_images/4.cuori/45.jpg,cuori,4
output_images/4.cuori/46.jpg,cuori,4
output_images/4.cuori/47.jpg,cuori,4
output_images/4.cuori/48.jpg,cuori,4
output_images/4.cuori/49.jpg,cuori,4
